Dataline,Play,Act,Scene,Player,PlayerLine,Location
85895,Romeo and Juliet,1,4,ROMEO,With this night's revels and expire the term,Street
85896,Romeo and Juliet,1,4,ROMEO,Of a despised life closed in my breast,Street
85897,Romeo and Juliet,1,4,ROMEO,By some vile forfeit of untimely death.,Street
85898,Romeo and Juliet,1,4,ROMEO,"But He, that hath the steerage of my course,",Street
85899,Romeo and Juliet,1,4,ROMEO,"Direct my sail! On, lusty gentlemen.",Street
85900,Romeo and Juliet,1,4,BENVOLIO,"Strike, drum.",Street
85901,Romeo and Juliet,1,4,Stage Directions,Exeunt,Street
85902,Romeo and Juliet,1,5,Stage Directions,SCENE V. A hall in Capulet's house.,Capulet's House
85903,Romeo and Juliet,1,5,Stage Directions,Musicians waiting. Enter Servingmen with napkins,Capulet's House
85904,Romeo and Juliet,1,5,First Servant,"Where's Potpan, that he helps not to take away? He",Capulet's House
85905,Romeo and Juliet,1,5,First Servant,shift a trencher? he scrape a trencher!,Capulet's House
85906,Romeo and Juliet,1,5,Second Servant,When good manners shall lie all in one or two men's,Capulet's House
85907,Romeo and Juliet,1,5,Second Servant,"hands and they unwashed too, 'tis a foul thing.",Capulet's House
85908,Romeo and Juliet,1,5,First Servant,"Away with the joint-stools, remove the",Capulet's House
85909,Romeo and Juliet,1,5,First Servant,"court-cupboard, look to the plate. Good thou, save",Capulet's House
85910,Romeo and Juliet,1,5,First Servant,"me a piece of marchpane, and, as thou lovest me, let",Capulet's House
85911,Romeo and Juliet,1,5,First Servant,the porter let in Susan Grindstone and Nell.,Capulet's House
85912,Romeo and Juliet,1,5,First Servant,"Antony, and Potpan!",Capulet's House
85913,Romeo and Juliet,1,5,Second Servant,"Ay, boy, ready.",Capulet's House
85914,Romeo and Juliet,1,5,First Servant,"You are looked for and called for, asked for and",Capulet's House
85915,Romeo and Juliet,1,5,First Servant,"sought for, in the great chamber.",Capulet's House
85916,Romeo and Juliet,1,5,Second Servant,"We cannot be here and there too. Cheerly, boys, be",Capulet's House
85917,Romeo and Juliet,1,5,Second Servant,"brisk awhile, and the longer liver take all.",Capulet's House
85918,Romeo and Juliet,1,5,Stage Directions,"Enter CAPULET, with JULIET and others of his house, meeting the Guests and Maskers",Capulet's House
85919,Romeo and Juliet,1,5,CAPULET,"Welcome, gentlemen! ladies that have their toes",Capulet's House
85920,Romeo and Juliet,1,5,CAPULET,Unplagued with corns will have a bout with you.,Capulet's House
85921,Romeo and Juliet,1,5,CAPULET,"Ah ha, my mistresses! which of you all",Capulet's House
85922,Romeo and Juliet,1,5,CAPULET,"Will now deny to dance? she that makes dainty,",Capulet's House
85923,Romeo and Juliet,1,5,CAPULET,"She, I'll swear, hath corns, am I come near ye now?",Capulet's House
85924,Romeo and Juliet,1,5,CAPULET,"Welcome, gentlemen! I have seen the day",Capulet's House
85925,Romeo and Juliet,1,5,CAPULET,That I have worn a visor and could tell,Capulet's House
85926,Romeo and Juliet,1,5,CAPULET,"A whispering tale in a fair lady's ear,",Capulet's House
85927,Romeo and Juliet,1,5,CAPULET,"Such as would please: 'tis gone, 'tis gone, 'tis gone:",Capulet's House
85928,Romeo and Juliet,1,5,CAPULET,"You are welcome, gentlemen! come, musicians, play.",Capulet's House
85929,Romeo and Juliet,1,5,CAPULET,"A hall, a hall! give room! and foot it, girls.",Capulet's House
85930,Romeo and Juliet,1,5,Stage Directions,"Music plays, and they dance",Capulet's House
85931,Romeo and Juliet,1,5,CAPULET,"More light, you knaves, and turn the tables up,",Capulet's House
85932,Romeo and Juliet,1,5,CAPULET,"And quench the fire, the room is grown too hot.",Capulet's House
85933,Romeo and Juliet,1,5,CAPULET,"Ah, sirrah, this unlook'd-for sport comes well.",Capulet's House
85934,Romeo and Juliet,1,5,CAPULET,"Nay, sit, nay, sit, good cousin Capulet,",Capulet's House
85935,Romeo and Juliet,1,5,CAPULET,For you and I are past our dancing days:,Capulet's House
85936,Romeo and Juliet,1,5,CAPULET,How long is't now since last yourself and I,Capulet's House
85937,Romeo and Juliet,1,5,CAPULET,Were in a mask?,Capulet's House
85938,Romeo and Juliet,1,5,Second Capulet,"By'r lady, thirty years.",Capulet's House
85939,Romeo and Juliet,1,5,CAPULET,"What, man! 'tis not so much, 'tis not so much:",Capulet's House
85940,Romeo and Juliet,1,5,CAPULET,"'Tis since the nuptials of Lucentio,",Capulet's House
85941,Romeo and Juliet,1,5,CAPULET,"Come pentecost as quickly as it will,",Capulet's House
85942,Romeo and Juliet,1,5,CAPULET,"Some five and twenty years, and then we mask'd.",Capulet's House
85943,Romeo and Juliet,1,5,Second Capulet,"'Tis more, 'tis more, his son is elder, sir,",Capulet's House
85944,Romeo and Juliet,1,5,Second Capulet,His son is thirty.,Capulet's House
85945,Romeo and Juliet,1,5,CAPULET,Will you tell me that?,Capulet's House
85946,Romeo and Juliet,1,5,CAPULET,His son was but a ward two years ago.,Capulet's House
85947,Romeo and Juliet,1,5,ROMEO,"[To a Servingman]  What lady is that, which doth",Capulet's House
85948,Romeo and Juliet,1,5,ROMEO,enrich the hand,Capulet's House
85949,Romeo and Juliet,1,5,ROMEO,Of yonder knight?,Capulet's House
85950,Romeo and Juliet,1,5,Servant,"I know not, sir.",Capulet's House
85951,Romeo and Juliet,1,5,ROMEO,"O, she doth teach the torches to burn bright!",Capulet's House
85952,Romeo and Juliet,1,5,ROMEO,It seems she hangs upon the cheek of night,Capulet's House
85953,Romeo and Juliet,1,5,ROMEO,"Like a rich jewel in an Ethiope's ear,",Capulet's House
85954,Romeo and Juliet,1,5,ROMEO,"Beauty too rich for use, for earth too dear!",Capulet's House
85955,Romeo and Juliet,1,5,ROMEO,"So shows a snowy dove trooping with crows,",Capulet's House
85956,Romeo and Juliet,1,5,ROMEO,As yonder lady o'er her fellows shows.,Capulet's House
85957,Romeo and Juliet,1,5,ROMEO,"The measure done, I'll watch her place of stand,",Capulet's House
85958,Romeo and Juliet,1,5,ROMEO,"And, touching hers, make blessed my rude hand.",Capulet's House
85959,Romeo and Juliet,1,5,ROMEO,"Did my heart love till now? forswear it, sight!",Capulet's House
85960,Romeo and Juliet,1,5,ROMEO,For I ne'er saw true beauty till this night.,Capulet's House
85961,Romeo and Juliet,1,5,TYBALT,"This, by his voice, should be a Montague.",Capulet's House
85962,Romeo and Juliet,1,5,TYBALT,"Fetch me my rapier, boy. What dares the slave",Capulet's House
85963,Romeo and Juliet,1,5,TYBALT,"Come hither, cover'd with an antic face,",Capulet's House
85964,Romeo and Juliet,1,5,TYBALT,To fleer and scorn at our solemnity?,Capulet's House
85965,Romeo and Juliet,1,5,TYBALT,"Now, by the stock and honour of my kin,",Capulet's House
85966,Romeo and Juliet,1,5,TYBALT,"To strike him dead, I hold it not a sin.",Capulet's House
85967,Romeo and Juliet,1,5,CAPULET,"Why, how now, kinsman! wherefore storm you so?",Capulet's House
85968,Romeo and Juliet,1,5,TYBALT,"Uncle, this is a Montague, our foe,",Capulet's House
85969,Romeo and Juliet,1,5,TYBALT,"A villain that is hither come in spite,",Capulet's House
85970,Romeo and Juliet,1,5,TYBALT,To scorn at our solemnity this night.,Capulet's House
85971,Romeo and Juliet,1,5,CAPULET,Young Romeo is it?,Capulet's House
85972,Romeo and Juliet,1,5,TYBALT,"'Tis he, that villain Romeo.",Capulet's House
85973,Romeo and Juliet,1,5,CAPULET,"Content thee, gentle coz, let him alone,",Capulet's House
85974,Romeo and Juliet,1,5,CAPULET,"He bears him like a portly gentleman,",Capulet's House
85975,Romeo and Juliet,1,5,CAPULET,"And, to say truth, Verona brags of him",Capulet's House
85976,Romeo and Juliet,1,5,CAPULET,To be a virtuous and well-govern'd youth:,Capulet's House
85977,Romeo and Juliet,1,5,CAPULET,I would not for the wealth of all the town,Capulet's House
85978,Romeo and Juliet,1,5,CAPULET,Here in my house do him disparagement:,Capulet's House
85979,Romeo and Juliet,1,5,CAPULET,"Therefore be patient, take no note of him:",Capulet's House
85980,Romeo and Juliet,1,5,CAPULET,"It is my will, the which if thou respect,",Capulet's House
85981,Romeo and Juliet,1,5,CAPULET,"Show a fair presence and put off these frowns,",Capulet's House
85982,Romeo and Juliet,1,5,CAPULET,And ill-beseeming semblance for a feast.,Capulet's House
85983,Romeo and Juliet,1,5,TYBALT,"It fits, when such a villain is a guest:",Capulet's House
85984,Romeo and Juliet,1,5,TYBALT,I'll not endure him.,Capulet's House
85985,Romeo and Juliet,1,5,CAPULET,He shall be endured:,Capulet's House
85986,Romeo and Juliet,1,5,CAPULET,"What, goodman boy! I say, he shall: go to,",Capulet's House
85987,Romeo and Juliet,1,5,CAPULET,"Am I the master here, or you? go to.",Capulet's House
85988,Romeo and Juliet,1,5,CAPULET,You'll not endure him! God shall mend my soul!,Capulet's House
85989,Romeo and Juliet,1,5,CAPULET,You'll make a mutiny among my guests!,Capulet's House
85990,Romeo and Juliet,1,5,CAPULET,You will set cock-a-hoop! you'll be the man!,Capulet's House
85991,Romeo and Juliet,1,5,TYBALT,"Why, uncle, 'tis a shame.",Capulet's House
85992,Romeo and Juliet,1,5,CAPULET,"Go to, go to,",Capulet's House
85993,Romeo and Juliet,1,5,CAPULET,"You are a saucy boy: is't so, indeed?",Capulet's House
85994,Romeo and Juliet,1,5,CAPULET,"This trick may chance to scathe you, I know what:",Capulet's House
85995,Romeo and Juliet,1,5,CAPULET,"You must contrary me! marry, 'tis time.",Capulet's House
85996,Romeo and Juliet,1,5,CAPULET,"Well said, my hearts! You are a princox, go:",Capulet's House
85997,Romeo and Juliet,1,5,CAPULET,"Be quiet, or--More light, more light! For shame!",Capulet's House
85998,Romeo and Juliet,1,5,CAPULET,"I'll make you quiet. What, cheerly, my hearts!",Capulet's House
85999,Romeo and Juliet,1,5,TYBALT,Patience perforce with wilful choler meeting,Capulet's House
86000,Romeo and Juliet,1,5,TYBALT,Makes my flesh tremble in their different greeting.,Capulet's House
86001,Romeo and Juliet,1,5,TYBALT,I will withdraw: but this intrusion shall,Capulet's House
86002,Romeo and Juliet,1,5,TYBALT,Now seeming sweet convert to bitter gall.,Capulet's House
86003,Romeo and Juliet,1,5,Stage Directions,Exit,Capulet's House
86004,Romeo and Juliet,1,5,ROMEO,[To JULIET]  If I profane with my unworthiest hand,Capulet's House
86005,Romeo and Juliet,1,5,ROMEO,"This holy shrine, the gentle fine is this:",Capulet's House
86006,Romeo and Juliet,1,5,ROMEO,"My lips, two blushing pilgrims, ready stand",Capulet's House
86007,Romeo and Juliet,1,5,ROMEO,To smooth that rough touch with a tender kiss.,Capulet's House
86008,Romeo and Juliet,1,5,JULIET,"Good pilgrim, you do wrong your hand too much,",Capulet's House
86009,Romeo and Juliet,1,5,JULIET,"Which mannerly devotion shows in this,",Capulet's House
86010,Romeo and Juliet,1,5,JULIET,"For saints have hands that pilgrims' hands do touch,",Capulet's House
86011,Romeo and Juliet,1,5,JULIET,And palm to palm is holy palmers' kiss.,Capulet's House
86012,Romeo and Juliet,1,5,ROMEO,"Have not saints lips, and holy palmers too?",Capulet's House
86013,Romeo and Juliet,1,5,JULIET,"Ay, pilgrim, lips that they must use in prayer.",Capulet's House
86014,Romeo and Juliet,1,5,ROMEO,"O, then, dear saint, let lips do what hands do,",Capulet's House
86015,Romeo and Juliet,1,5,ROMEO,"They pray, grant thou, lest faith turn to despair.",Capulet's House
86016,Romeo and Juliet,1,5,JULIET,"Saints do not move, though grant for prayers' sake.",Capulet's House
86017,Romeo and Juliet,1,5,ROMEO,"Then move not, while my prayer's effect I take.",Capulet's House
86018,Romeo and Juliet,1,5,ROMEO,"Thus from my lips, by yours, my sin is purged.",Capulet's House
86019,Romeo and Juliet,1,5,JULIET,Then have my lips the sin that they have took.,Capulet's House
86020,Romeo and Juliet,1,5,ROMEO,Sin from thy lips? O trespass sweetly urged!,Capulet's House
86021,Romeo and Juliet,1,5,ROMEO,Give me my sin again.,Capulet's House
86022,Romeo and Juliet,1,5,JULIET,You kiss by the book.,Capulet's House
86023,Romeo and Juliet,1,5,Nurse,"Madam, your mother craves a word with you.",Capulet's House
86024,Romeo and Juliet,1,5,ROMEO,What is her mother?,Capulet's House
86025,Romeo and Juliet,1,5,Nurse,"Marry, bachelor,",Capulet's House
86026,Romeo and Juliet,1,5,Nurse,"Her mother is the lady of the house,",Capulet's House
86027,Romeo and Juliet,1,5,Nurse,"And a good lady, and a wise and virtuous",Capulet's House
86028,Romeo and Juliet,1,5,Nurse,"I nursed her daughter, that you talk'd withal,",Capulet's House
86029,Romeo and Juliet,1,5,Nurse,"I tell you, he that can lay hold of her",Capulet's House
86030,Romeo and Juliet,1,5,Nurse,Shall have the chinks.,Capulet's House
86031,Romeo and Juliet,1,5,ROMEO,Is she a Capulet?,Capulet's House
86032,Romeo and Juliet,1,5,ROMEO,O dear account! my life is my foe's debt.,Capulet's House
86033,Romeo and Juliet,1,5,BENVOLIO,"Away, begone, the sport is at the best.",Capulet's House
86034,Romeo and Juliet,1,5,ROMEO,"Ay, so I fear, the more is my unrest.",Capulet's House
86035,Romeo and Juliet,1,5,CAPULET,"Nay, gentlemen, prepare not to be gone,",Capulet's House
86036,Romeo and Juliet,1,5,CAPULET,We have a trifling foolish banquet towards.,Capulet's House
86037,Romeo and Juliet,1,5,CAPULET,"Is it e'en so? why, then, I thank you all",Capulet's House
86038,Romeo and Juliet,1,5,CAPULET,"I thank you, honest gentlemen, good night.",Capulet's House
86039,Romeo and Juliet,1,5,CAPULET,"More torches here! Come on then, let's to bed.",Capulet's House
86040,Romeo and Juliet,1,5,CAPULET,"Ah, sirrah, by my fay, it waxes late:",Capulet's House
86041,Romeo and Juliet,1,5,CAPULET,I'll to my rest.,Capulet's House
86042,Romeo and Juliet,1,5,Stage Directions,Exeunt all but JULIET and Nurse,Capulet's House
86043,Romeo and Juliet,1,5,JULIET,"Come hither, nurse. What is yond gentleman?",Capulet's House
86044,Romeo and Juliet,1,5,Nurse,The son and heir of old Tiberio.,Capulet's House
86045,Romeo and Juliet,1,5,JULIET,What's he that now is going out of door?,Capulet's House
86046,Romeo and Juliet,1,5,Nurse,"Marry, that, I think, be young Petrucio.",Capulet's House
86047,Romeo and Juliet,1,5,JULIET,"What's he that follows there, that would not dance?",Capulet's House
86048,Romeo and Juliet,1,5,Nurse,I know not.,Capulet's House
86049,Romeo and Juliet,1,5,JULIET,Go ask his name: if he be married.,Capulet's House
86050,Romeo and Juliet,1,5,JULIET,My grave is like to be my wedding bed.,Capulet's House
86051,Romeo and Juliet,1,5,Nurse,"His name is Romeo, and a Montague,",Capulet's House
86052,Romeo and Juliet,1,5,Nurse,The only son of your great enemy.,Capulet's House
86053,Romeo and Juliet,1,5,JULIET,My only love sprung from my only hate!,Capulet's House
86054,Romeo and Juliet,1,5,JULIET,"Too early seen unknown, and known too late!",Capulet's House
86055,Romeo and Juliet,1,5,JULIET,"Prodigious birth of love it is to me,",Capulet's House
86056,Romeo and Juliet,1,5,JULIET,That I must love a loathed enemy.,Capulet's House
86057,Romeo and Juliet,1,5,Nurse,What's this? what's this?,Capulet's House
86058,Romeo and Juliet,1,5,JULIET,A rhyme I learn'd even now,Capulet's House
86059,Romeo and Juliet,1,5,JULIET,Of one I danced withal.,Capulet's House
86060,Romeo and Juliet,1,5,Stage Directions,One calls within 'Juliet.',Capulet's House
86061,Romeo and Juliet,1,5,Nurse,"Anon, anon!",Capulet's House
86062,Romeo and Juliet,1,5,Nurse,"Come, let's away, the strangers all are gone.",Capulet's House
86063,Romeo and Juliet,1,5,Stage Directions,Exeunt,Capulet's House
86064,Romeo and Juliet,2,1,Stage Directions,ACT II,Capulet's House
86065,Romeo and Juliet,2,1,Stage Directions,PROLOGUE,Capulet's House
86066,Romeo and Juliet,2,1,Stage Directions,Enter Chorus,Capulet's House
86067,Romeo and Juliet,2,0,Chorus,"Now old desire doth in his death-bed lie,",Capulet's House
86068,Romeo and Juliet,2,0,Chorus,"And young affection gapes to be his heir,",Capulet's House
86069,Romeo and Juliet,2,0,Chorus,"That fair for which love groan'd for and would die,",Capulet's House
86070,Romeo and Juliet,2,0,Chorus,"With tender Juliet match'd, is now not fair.",Capulet's House
86071,Romeo and Juliet,2,0,Chorus,"Now Romeo is beloved and loves again,",Capulet's House
86072,Romeo and Juliet,2,0,Chorus,"Alike betwitched by the charm of looks,",Capulet's House
86073,Romeo and Juliet,2,0,Chorus,"But to his foe supposed he must complain,",Capulet's House
86074,Romeo and Juliet,2,0,Chorus,And she steal love's sweet bait from fearful hooks:,Capulet's House
86075,Romeo and Juliet,2,0,Chorus,"Being held a foe, he may not have access",Capulet's House
86076,Romeo and Juliet,2,0,Chorus,"To breathe such vows as lovers use to swear,",Capulet's House
86077,Romeo and Juliet,2,0,Chorus,"And she as much in love, her means much less",Capulet's House
86078,Romeo and Juliet,2,0,Chorus,To meet her new-beloved any where:,Capulet's House
86079,Romeo and Juliet,2,0,Chorus,"But passion lends them power, time means, to meet",Capulet's House
86080,Romeo and Juliet,2,0,Chorus,Tempering extremities with extreme sweet.,Capulet's House
86081,Romeo and Juliet,2,0,Stage Directions,Exit,Capulet's House
86082,Romeo and Juliet,2,1,Stage Directions,SCENE I. A lane by the wall of Capulet's orchard.,Capulet's Orchard
86083,Romeo and Juliet,2,1,Stage Directions,Enter ROMEO,Capulet's Orchard
86084,Romeo and Juliet,2,1,ROMEO,Can I go forward when my heart is here?,Capulet's Orchard
86085,Romeo and Juliet,2,1,ROMEO,"Turn back, dull earth, and find thy centre out.",Capulet's Orchard
86086,Romeo and Juliet,2,1,Stage Directions,"He climbs the wall, and leaps down within it",Capulet's Orchard
86087,Romeo and Juliet,2,1,Stage Directions,Enter BENVOLIO and MERCUTIO,Capulet's Orchard
86088,Romeo and Juliet,2,1,BENVOLIO,Romeo! my cousin Romeo!,Capulet's Orchard
86089,Romeo and Juliet,2,1,MERCUTIO,"He is wise,",Capulet's Orchard
86090,Romeo and Juliet,2,1,MERCUTIO,"And, on my lie, hath stol'n him home to bed.",Capulet's Orchard
86091,Romeo and Juliet,2,1,BENVOLIO,"He ran this way, and leap'd this orchard wall:",Capulet's Orchard
86092,Romeo and Juliet,2,1,BENVOLIO,"Call, good Mercutio.",Capulet's Orchard
86093,Romeo and Juliet,2,1,MERCUTIO,"Nay, I'll conjure too.",Capulet's Orchard
86094,Romeo and Juliet,2,1,MERCUTIO,Romeo! humours! madman! passion! lover!,Capulet's Orchard
86095,Romeo and Juliet,2,1,MERCUTIO,Appear thou in the likeness of a sigh:,Capulet's Orchard
86096,Romeo and Juliet,2,1,MERCUTIO,"Speak but one rhyme, and I am satisfied,",Capulet's Orchard
86097,Romeo and Juliet,2,1,MERCUTIO,"Cry but 'Ay me!' pronounce but 'love' and 'dove,'",Capulet's Orchard
86098,Romeo and Juliet,2,1,MERCUTIO,"Speak to my gossip Venus one fair word,",Capulet's Orchard
86099,Romeo and Juliet,2,1,MERCUTIO,"One nick-name for her purblind son and heir,",Capulet's Orchard
86100,Romeo and Juliet,2,1,MERCUTIO,"Young Adam Cupid, he that shot so trim,",Capulet's Orchard
86101,Romeo and Juliet,2,1,MERCUTIO,When King Cophetua loved the beggar-maid!,Capulet's Orchard
86102,Romeo and Juliet,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not,",Capulet's Orchard
86103,Romeo and Juliet,2,1,MERCUTIO,"The ape is dead, and I must conjure him.",Capulet's Orchard
86104,Romeo and Juliet,2,1,MERCUTIO,"I conjure thee by Rosaline's bright eyes,",Capulet's Orchard
86105,Romeo and Juliet,2,1,MERCUTIO,"By her high forehead and her scarlet lip,",Capulet's Orchard
86106,Romeo and Juliet,2,1,MERCUTIO,"By her fine foot, straight leg and quivering thigh",Capulet's Orchard
86107,Romeo and Juliet,2,1,MERCUTIO,"And the demesnes that there adjacent lie,",Capulet's Orchard
86108,Romeo and Juliet,2,1,MERCUTIO,That in thy likeness thou appear to us!,Capulet's Orchard
86109,Romeo and Juliet,2,1,BENVOLIO,"And if he hear thee, thou wilt anger him.",Capulet's Orchard
86110,Romeo and Juliet,2,1,MERCUTIO,This cannot anger him: 'twould anger him,Capulet's Orchard
86111,Romeo and Juliet,2,1,MERCUTIO,To raise a spirit in his mistress' circle,Capulet's Orchard
86112,Romeo and Juliet,2,1,MERCUTIO,"Of some strange nature, letting it there stand",Capulet's Orchard
86113,Romeo and Juliet,2,1,MERCUTIO,"Till she had laid it and conjured it down,",Capulet's Orchard
86114,Romeo and Juliet,2,1,MERCUTIO,That were some spite: my invocation,Capulet's Orchard
86115,Romeo and Juliet,2,1,MERCUTIO,"Is fair and honest, and in his mistres s' name",Capulet's Orchard
86116,Romeo and Juliet,2,1,MERCUTIO,I conjure only but to raise up him.,Capulet's Orchard
86117,Romeo and Juliet,2,1,BENVOLIO,"Come, he hath hid himself among these trees,",Capulet's Orchard
86118,Romeo and Juliet,2,1,BENVOLIO,To be consorted with the humorous night:,Capulet's Orchard
86119,Romeo and Juliet,2,1,BENVOLIO,Blind is his love and best befits the dark.,Capulet's Orchard
86120,Romeo and Juliet,2,1,MERCUTIO,"If love be blind, love cannot hit the mark.",Capulet's Orchard
86121,Romeo and Juliet,2,1,MERCUTIO,"Now will he sit under a medlar tree,",Capulet's Orchard
86122,Romeo and Juliet,2,1,MERCUTIO,And wish his mistress were that kind of fruit,Capulet's Orchard
86123,Romeo and Juliet,2,1,MERCUTIO,"As maids call medlars, when they laugh alone.",Capulet's Orchard
86124,Romeo and Juliet,2,1,MERCUTIO,"Romeo, that she were, O, that she were",Capulet's Orchard
86125,Romeo and Juliet,2,1,MERCUTIO,"An open et caetera, thou a poperin pear!",Capulet's Orchard
86126,Romeo and Juliet,2,1,MERCUTIO,"Romeo, good night: I'll to my truckle-bed,",Capulet's Orchard
86127,Romeo and Juliet,2,1,MERCUTIO,This field-bed is too cold for me to sleep:,Capulet's Orchard
86128,Romeo and Juliet,2,1,MERCUTIO,"Come, shall we go?",Capulet's Orchard
86129,Romeo and Juliet,2,1,BENVOLIO,"Go, then, for 'tis in vain",Capulet's Orchard
86130,Romeo and Juliet,2,1,BENVOLIO,To seek him here that means not to be found.,Capulet's Orchard
86131,Romeo and Juliet,2,1,Stage Directions,Exeunt,Capulet's Orchard
86132,Romeo and Juliet,2,2,Stage Directions,SCENE II. Capulet's orchard.,Capulet's Orchard
86133,Romeo and Juliet,2,2,Stage Directions,Enter ROMEO,Capulet's Orchard
86134,Romeo and Juliet,2,2,ROMEO,He jests at scars that never felt a wound.,Capulet's Orchard
86135,Romeo and Juliet,2,2,Stage Directions,JULIET appears above at a window,Capulet's Orchard
86136,Romeo and Juliet,2,2,ROMEO,"But, soft! what light through yonder window breaks?",Capulet's Orchard
86137,Romeo and Juliet,2,2,ROMEO,"It is the east, and Juliet is the sun.",Capulet's Orchard
86138,Romeo and Juliet,2,2,ROMEO,"Arise, fair sun, and kill the envious moon,",Capulet's Orchard
86139,Romeo and Juliet,2,2,ROMEO,"Who is already sick and pale with grief,",Capulet's Orchard
86140,Romeo and Juliet,2,2,ROMEO,That thou her maid art far more fair than she:,Capulet's Orchard
86141,Romeo and Juliet,2,2,ROMEO,"Be not her maid, since she is envious,",Capulet's Orchard
86142,Romeo and Juliet,2,2,ROMEO,Her vestal livery is but sick and green,Capulet's Orchard
86143,Romeo and Juliet,2,2,ROMEO,"And none but fools do wear it, cast it off.",Capulet's Orchard
86144,Romeo and Juliet,2,2,ROMEO,"It is my lady, O, it is my love!",Capulet's Orchard
86145,Romeo and Juliet,2,2,ROMEO,"O, that she knew she were!",Capulet's Orchard
86146,Romeo and Juliet,2,2,ROMEO,She speaks yet she says nothing: what of that?,Capulet's Orchard
86147,Romeo and Juliet,2,2,ROMEO,"Her eye discourses, I will answer it.",Capulet's Orchard
86148,Romeo and Juliet,2,2,ROMEO,"I am too bold, 'tis not to me she speaks:",Capulet's Orchard
86149,Romeo and Juliet,2,2,ROMEO,"Two of the fairest stars in all the heaven,",Capulet's Orchard
86150,Romeo and Juliet,2,2,ROMEO,"Having some business, do entreat her eyes",Capulet's Orchard
86151,Romeo and Juliet,2,2,ROMEO,To twinkle in their spheres till they return.,Capulet's Orchard
86152,Romeo and Juliet,2,2,ROMEO,"What if her eyes were there, they in her head?",Capulet's Orchard
86153,Romeo and Juliet,2,2,ROMEO,"The brightness of her cheek would shame those stars,",Capulet's Orchard
86154,Romeo and Juliet,2,2,ROMEO,"As daylight doth a lamp, her eyes in heaven",Capulet's Orchard
86155,Romeo and Juliet,2,2,ROMEO,Would through the airy region stream so bright,Capulet's Orchard
86156,Romeo and Juliet,2,2,ROMEO,That birds would sing and think it were not night.,Capulet's Orchard
86157,Romeo and Juliet,2,2,ROMEO,"See, how she leans her cheek upon her hand!",Capulet's Orchard
86158,Romeo and Juliet,2,2,ROMEO,"O, that I were a glove upon that hand,",Capulet's Orchard
86159,Romeo and Juliet,2,2,ROMEO,That I might touch that cheek!,Capulet's Orchard
86160,Romeo and Juliet,2,2,JULIET,Ay me!,Capulet's Orchard
86161,Romeo and Juliet,2,2,ROMEO,She speaks:,Capulet's Orchard
86162,Romeo and Juliet,2,2,ROMEO,"O, speak again, bright angel! for thou art",Capulet's Orchard
86163,Romeo and Juliet,2,2,ROMEO,"As glorious to this night, being o'er my head",Capulet's Orchard
86164,Romeo and Juliet,2,2,ROMEO,As is a winged messenger of heaven,Capulet's Orchard
86165,Romeo and Juliet,2,2,ROMEO,Unto the white-upturned wondering eyes,Capulet's Orchard
86166,Romeo and Juliet,2,2,ROMEO,Of mortals that fall back to gaze on him,Capulet's Orchard
86167,Romeo and Juliet,2,2,ROMEO,When he bestrides the lazy-pacing clouds,Capulet's Orchard
86168,Romeo and Juliet,2,2,ROMEO,And sails upon the bosom of the air.,Capulet's Orchard
86169,Romeo and Juliet,2,2,JULIET,"O Romeo, Romeo! wherefore art thou Romeo?",Capulet's Orchard
86170,Romeo and Juliet,2,2,JULIET,"Deny thy father and refuse thy name,",Capulet's Orchard
86171,Romeo and Juliet,2,2,JULIET,"Or, if thou wilt not, be but sworn my love,",Capulet's Orchard
86172,Romeo and Juliet,2,2,JULIET,And I'll no longer be a Capulet.,Capulet's Orchard
86173,Romeo and Juliet,2,2,ROMEO,"[Aside]  Shall I hear more, or shall I speak at this?",Capulet's Orchard
86174,Romeo and Juliet,2,2,JULIET,"'Tis but thy name that is my enemy,",Capulet's Orchard
86175,Romeo and Juliet,2,2,JULIET,"Thou art thyself, though not a Montague.",Capulet's Orchard
86176,Romeo and Juliet,2,2,JULIET,"What's Montague? it is nor hand, nor foot,",Capulet's Orchard
86177,Romeo and Juliet,2,2,JULIET,"Nor arm, nor face, nor any other part",Capulet's Orchard
86178,Romeo and Juliet,2,2,JULIET,"Belonging to a man. O, be some other name!",Capulet's Orchard
86179,Romeo and Juliet,2,2,JULIET,What's in a name? that which we call a rose,Capulet's Orchard
86180,Romeo and Juliet,2,2,JULIET,"By any other name would smell as sweet,",Capulet's Orchard
86181,Romeo and Juliet,2,2,JULIET,"So Romeo would, were he not Romeo call'd,",Capulet's Orchard
86182,Romeo and Juliet,2,2,JULIET,Retain that dear perfection which he owes,Capulet's Orchard
86183,Romeo and Juliet,2,2,JULIET,"Without that title. Romeo, doff thy name,",Capulet's Orchard
86184,Romeo and Juliet,2,2,JULIET,And for that name which is no part of thee,Capulet's Orchard
86185,Romeo and Juliet,2,2,JULIET,Take all myself.,Capulet's Orchard
86186,Romeo and Juliet,2,2,ROMEO,I take thee at thy word:,Capulet's Orchard
86187,Romeo and Juliet,2,2,ROMEO,"Call me but love, and I'll be new baptized,",Capulet's Orchard
86188,Romeo and Juliet,2,2,ROMEO,Henceforth I never will be Romeo.,Capulet's Orchard
86189,Romeo and Juliet,2,2,JULIET,What man art thou that thus bescreen'd in night,Capulet's Orchard
