Dataline,Play,Act,Scene,Player,PlayerLine,Location
85282,Romeo and Juliet,1,Prologue,Prologue,ACT I,PROLOGUE
85283,Romeo and Juliet,1,Prologue,Prologue,PROLOGUE,PROLOGUE
85284,Romeo and Juliet,1,0,RICHMOND,"Two households, both alike in dignity,",PROLOGUE
85285,Romeo and Juliet,1,0,RICHMOND,"In fair Verona, where we lay our scene,",PROLOGUE
85286,Romeo and Juliet,1,0,RICHMOND,"From ancient grudge break to new mutiny,",PROLOGUE
85287,Romeo and Juliet,1,0,RICHMOND,Where civil blood makes civil hands unclean.,PROLOGUE
85288,Romeo and Juliet,1,0,RICHMOND,From forth the fatal loins of these two foes,PROLOGUE
85289,Romeo and Juliet,1,0,RICHMOND,"A pair of star-cross'd lovers take their life,",PROLOGUE
85290,Romeo and Juliet,1,0,RICHMOND,Whose misadventured piteous overthrows,PROLOGUE
85291,Romeo and Juliet,1,0,RICHMOND,Do with their death bury their parents' strife.,PROLOGUE
85292,Romeo and Juliet,1,0,RICHMOND,"The fearful passage of their death-mark'd love,",PROLOGUE
85293,Romeo and Juliet,1,0,RICHMOND,"And the continuance of their parents' rage,",PROLOGUE
85294,Romeo and Juliet,1,0,RICHMOND,"Which, but their children's end, nought could remove,",PROLOGUE
85295,Romeo and Juliet,1,0,RICHMOND,"Is now the two hours' traffic of our stage,",PROLOGUE
85296,Romeo and Juliet,1,0,RICHMOND,"The which if you with patient ears attend,",PROLOGUE
85297,Romeo and Juliet,1,0,RICHMOND,"What here shall miss, our toil shall strive to mend.",PROLOGUE
85298,Romeo and Juliet,1,0,Stage Directions,SCENE I. Verona. A public place.,Verona
85299,Romeo and Juliet,1,0,Stage Directions,"Enter SAMPSON and GREGORY, of the house of Capulet, armed with swords and bucklers",Verona
85300,Romeo and Juliet,1,1,SAMPSON,"Gregory, o' my word, we'll not carry coals.",Verona
85301,Romeo and Juliet,1,1,GREGORY,"No, for then we should be colliers.",Verona
85302,Romeo and Juliet,1,1,SAMPSON,"I mean, an we be in choler, we'll draw.",Verona
85303,Romeo and Juliet,1,1,GREGORY,"Ay, while you live, draw your neck out o' the collar.",Verona
85304,Romeo and Juliet,1,1,SAMPSON,"I strike quickly, being moved.",Verona
85305,Romeo and Juliet,1,1,GREGORY,But thou art not quickly moved to strike.,Verona
85306,Romeo and Juliet,1,1,SAMPSON,A dog of the house of Montague moves me.,Verona
85307,Romeo and Juliet,1,1,GREGORY,"To move is to stir, and to be valiant is to stand:",Verona
85308,Romeo and Juliet,1,1,GREGORY,"therefore, if thou art moved, thou runn'st away.",Verona
85309,Romeo and Juliet,1,1,SAMPSON,A dog of that house shall move me to stand: I will,Verona
85310,Romeo and Juliet,1,1,SAMPSON,take the wall of any man or maid of Montague's.,Verona
85311,Romeo and Juliet,1,1,GREGORY,"That shows thee a weak slave, for the weakest goes",Verona
85312,Romeo and Juliet,1,1,GREGORY,to the wall.,Verona
85313,Romeo and Juliet,1,1,SAMPSON,"True, and therefore women, being the weaker vessels,",Verona
85314,Romeo and Juliet,1,1,SAMPSON,are ever thrust to the wall: therefore I will push,Verona
85315,Romeo and Juliet,1,1,SAMPSON,"Montague's men from the wall, and thrust his maids",Verona
85316,Romeo and Juliet,1,1,SAMPSON,to the wall.,Verona
85317,Romeo and Juliet,1,1,GREGORY,The quarrel is between our masters and us their men.,Verona
85318,Romeo and Juliet,1,1,SAMPSON,"'Tis all one, I will show myself a tyrant: when I",Verona
85319,Romeo and Juliet,1,1,SAMPSON,"have fought with the men, I will be cruel with the",Verona
85320,Romeo and Juliet,1,1,SAMPSON,"maids, and cut off their heads.",Verona
85321,Romeo and Juliet,1,1,GREGORY,The heads of the maids?,Verona
85322,Romeo and Juliet,1,1,SAMPSON,"Ay, the heads of the maids, or their maidenheads,",Verona
85323,Romeo and Juliet,1,1,SAMPSON,take it in what sense thou wilt.,Verona
85324,Romeo and Juliet,1,1,GREGORY,They must take it in sense that feel it.,Verona
85325,Romeo and Juliet,1,1,SAMPSON,Me they shall feel while I am able to stand: and,Verona
85326,Romeo and Juliet,1,1,SAMPSON,'tis known I am a pretty piece of flesh.,Verona
85327,Romeo and Juliet,1,1,GREGORY,"'Tis well thou art not fish, if thou hadst, thou",Verona
85328,Romeo and Juliet,1,1,GREGORY,hadst been poor John. Draw thy tool! here comes,Verona
85329,Romeo and Juliet,1,1,GREGORY,two of the house of the Montagues.,Verona
85330,Romeo and Juliet,1,1,SAMPSON,"My naked weapon is out: quarrel, I will back thee.",Verona
85331,Romeo and Juliet,1,1,GREGORY,How! turn thy back and run?,Verona
85332,Romeo and Juliet,1,1,SAMPSON,Fear me not.,Verona
85333,Romeo and Juliet,1,1,GREGORY,"No, marry, I fear thee!",Verona
85334,Romeo and Juliet,1,1,SAMPSON,"Let us take the law of our sides, let them begin.",Verona
85335,Romeo and Juliet,1,1,GREGORY,"I will frown as I pass by, and let them take it as",Verona
85336,Romeo and Juliet,1,1,GREGORY,they list.,Verona
85337,Romeo and Juliet,1,1,SAMPSON,"Nay, as they dare. I will bite my thumb at them,",Verona
85338,Romeo and Juliet,1,1,SAMPSON,"which is a disgrace to them, if they bear it.",Verona
85339,Romeo and Juliet,1,1,Stage Directions,Enter ABRAHAM and BALTHASAR,Verona
85340,Romeo and Juliet,1,1,ABRAHAM,"Do you bite your thumb at us, sir?",Verona
85341,Romeo and Juliet,1,1,SAMPSON,"I do bite my thumb, sir.",Verona
85342,Romeo and Juliet,1,1,ABRAHAM,"Do you bite your thumb at us, sir?",Verona
85343,Romeo and Juliet,1,1,SAMPSON,"[Aside to GREGORY]  Is the law of our side, if I say",Verona
85344,Romeo and Juliet,1,1,SAMPSON,ay?,Verona
85345,Romeo and Juliet,1,1,GREGORY,No.,Verona
85346,Romeo and Juliet,1,1,SAMPSON,"No, sir, I do not bite my thumb at you, sir, but I",Verona
85347,Romeo and Juliet,1,1,SAMPSON,"bite my thumb, sir.",Verona
85348,Romeo and Juliet,1,1,GREGORY,"Do you quarrel, sir?",Verona
85349,Romeo and Juliet,1,1,ABRAHAM,"Quarrel sir! no, sir.",Verona
85350,Romeo and Juliet,1,1,SAMPSON,"If you do, sir, I am for you: I serve as good a man as you.",Verona
85351,Romeo and Juliet,1,1,ABRAHAM,No better.,Verona
85352,Romeo and Juliet,1,1,SAMPSON,"Well, sir.",Verona
85353,Romeo and Juliet,1,1,GREGORY,Say 'better:' here comes one of my master's kinsmen.,Verona
85354,Romeo and Juliet,1,1,SAMPSON,"Yes, better, sir.",Verona
85355,Romeo and Juliet,1,1,ABRAHAM,You lie.,Verona
85356,Romeo and Juliet,1,1,SAMPSON,"Draw, if you be men. Gregory, remember thy swashing blow.",Verona
85357,Romeo and Juliet,1,1,Stage Directions,They fight,Verona
85358,Romeo and Juliet,1,1,Stage Directions,Enter BENVOLIO,Verona
85359,Romeo and Juliet,1,1,BENVOLIO,"Part, fools!",Verona
85360,Romeo and Juliet,1,1,BENVOLIO,"Put up your swords, you know not what you do.",Verona
85361,Romeo and Juliet,1,1,Stage Directions,Beats down their swords,Verona
85362,Romeo and Juliet,1,1,Stage Directions,Enter TYBALT,Verona
85363,Romeo and Juliet,1,1,TYBALT,"What, art thou drawn among these heartless hinds?",Verona
85364,Romeo and Juliet,1,1,TYBALT,"Turn thee, Benvolio, look upon thy death.",Verona
85365,Romeo and Juliet,1,1,BENVOLIO,"I do but keep the peace: put up thy sword,",Verona
85366,Romeo and Juliet,1,1,BENVOLIO,Or manage it to part these men with me.,Verona
85367,Romeo and Juliet,1,1,TYBALT,"What, drawn, and talk of peace! I hate the word,",Verona
85368,Romeo and Juliet,1,1,TYBALT,"As I hate hell, all Montagues, and thee:",Verona
85369,Romeo and Juliet,1,1,TYBALT,"Have at thee, coward!",Verona
85370,Romeo and Juliet,1,1,Stage Directions,They fight,Verona
85371,Romeo and Juliet,1,1,Stage Directions,"Enter, several of both houses, who join the fray, then enter Citizens, with clubs",Verona
85372,Romeo and Juliet,1,1,First Citizen,"Clubs, bills, and partisans! strike! beat them down!",Verona
85373,Romeo and Juliet,1,1,First Citizen,Down with the Capulets! down with the Montagues!,Verona
85374,Romeo and Juliet,1,1,Stage Directions,"Enter CAPULET in his gown, and LADY CAPULET",Verona
85375,Romeo and Juliet,1,1,CAPULET,"What noise is this? Give me my long sword, ho!",Verona
85376,Romeo and Juliet,1,1,LADY CAPULET,"A crutch, a crutch! why call you for a sword?",Verona
85377,Romeo and Juliet,1,1,CAPULET,"My sword, I say! Old Montague is come,",Verona
85378,Romeo and Juliet,1,1,CAPULET,And flourishes his blade in spite of me.,Verona
85379,Romeo and Juliet,1,1,Stage Directions,Enter MONTAGUE and LADY MONTAGUE,Verona
85380,Romeo and Juliet,1,1,MONTAGUE,"Thou villain Capulet,--Hold me not, let me go.",Verona
85381,Romeo and Juliet,1,1,LADY MONTAGUE,Thou shalt not stir a foot to seek a foe.,Verona
85382,Romeo and Juliet,1,1,Stage Directions,"Enter PRINCE, with Attendants",Verona
85383,Romeo and Juliet,1,1,PRINCE,"Rebellious subjects, enemies to peace,",Verona
85384,Romeo and Juliet,1,1,PRINCE,"Profaners of this neighbour-stained steel,--",Verona
85385,Romeo and Juliet,1,1,PRINCE,"Will they not hear? What, ho! you men, you beasts,",Verona
85386,Romeo and Juliet,1,1,PRINCE,That quench the fire of your pernicious rage,Verona
85387,Romeo and Juliet,1,1,PRINCE,"With purple fountains issuing from your veins,",Verona
85388,Romeo and Juliet,1,1,PRINCE,"On pain of torture, from those bloody hands",Verona
85389,Romeo and Juliet,1,1,PRINCE,"Throw your mistemper'd weapons to the ground,",Verona
85390,Romeo and Juliet,1,1,PRINCE,And hear the sentence of your moved prince.,Verona
85391,Romeo and Juliet,1,1,PRINCE,"Three civil brawls, bred of an airy word,",Verona
85392,Romeo and Juliet,1,1,PRINCE,"By thee, old Capulet, and Montague,",Verona
85393,Romeo and Juliet,1,1,PRINCE,"Have thrice disturb'd the quiet of our streets,",Verona
85394,Romeo and Juliet,1,1,PRINCE,And made Verona's ancient citizens,Verona
85395,Romeo and Juliet,1,1,PRINCE,"Cast by their grave beseeming ornaments,",Verona
85396,Romeo and Juliet,1,1,PRINCE,"To wield old partisans, in hands as old,",Verona
85397,Romeo and Juliet,1,1,PRINCE,"Canker'd with peace, to part your canker'd hate:",Verona
85398,Romeo and Juliet,1,1,PRINCE,"If ever you disturb our streets again,",Verona
85399,Romeo and Juliet,1,1,PRINCE,Your lives shall pay the forfeit of the peace.,Verona
85400,Romeo and Juliet,1,1,PRINCE,"For this time, all the rest depart away:",Verona
85401,Romeo and Juliet,1,1,PRINCE,"You Capulet, shall go along with me:",Verona
85402,Romeo and Juliet,1,1,PRINCE,"And, Montague, come you this afternoon,",Verona
85403,Romeo and Juliet,1,1,PRINCE,"To know our further pleasure in this case,",Verona
85404,Romeo and Juliet,1,1,PRINCE,"To old Free-town, our common judgment-place.",Verona
85405,Romeo and Juliet,1,1,PRINCE,"Once more, on pain of death, all men depart.",Verona
85406,Romeo and Juliet,1,1,Stage Directions,"Exeunt all but MONTAGUE, LADY MONTAGUE, and BENVOLIO",Verona
85407,Romeo and Juliet,1,1,MONTAGUE,Who set this ancient quarrel new abroach?,Verona
85408,Romeo and Juliet,1,1,MONTAGUE,"Speak, nephew, were you by when it began?",Verona
85409,Romeo and Juliet,1,1,BENVOLIO,"Here were the servants of your adversary,",Verona
85410,Romeo and Juliet,1,1,BENVOLIO,"And yours, close fighting ere I did approach:",Verona
85411,Romeo and Juliet,1,1,BENVOLIO,I drew to part them: in the instant came,Verona
85412,Romeo and Juliet,1,1,BENVOLIO,"The fiery Tybalt, with his sword prepared,",Verona
85413,Romeo and Juliet,1,1,BENVOLIO,"Which, as he breathed defiance to my ears,",Verona
85414,Romeo and Juliet,1,1,BENVOLIO,"He swung about his head and cut the winds,",Verona
85415,Romeo and Juliet,1,1,BENVOLIO,Who nothing hurt withal hiss'd him in scorn:,Verona
85416,Romeo and Juliet,1,1,BENVOLIO,"While we were interchanging thrusts and blows,",Verona
85417,Romeo and Juliet,1,1,BENVOLIO,"Came more and more and fought on part and part,",Verona
85418,Romeo and Juliet,1,1,BENVOLIO,"Till the prince came, who parted either part.",Verona
85419,Romeo and Juliet,1,1,LADY MONTAGUE,"O, where is Romeo? saw you him to-day?",Verona
85420,Romeo and Juliet,1,1,LADY MONTAGUE,Right glad I am he was not at this fray.,Verona
85421,Romeo and Juliet,1,1,BENVOLIO,"Madam, an hour before the worshipp'd sun",Verona
85422,Romeo and Juliet,1,1,BENVOLIO,"Peer'd forth the golden window of the east,",Verona
85423,Romeo and Juliet,1,1,BENVOLIO,"A troubled mind drave me to walk abroad,",Verona
85424,Romeo and Juliet,1,1,BENVOLIO,"Where, underneath the grove of sycamore",Verona
85425,Romeo and Juliet,1,1,BENVOLIO,"That westward rooteth from the city's side,",Verona
85426,Romeo and Juliet,1,1,BENVOLIO,So early walking did I see your son:,Verona
85427,Romeo and Juliet,1,1,BENVOLIO,"Towards him I made, but he was ware of me",Verona
85428,Romeo and Juliet,1,1,BENVOLIO,And stole into the covert of the wood:,Verona
85429,Romeo and Juliet,1,1,BENVOLIO,"I, measuring his affections by my own,",Verona
85430,Romeo and Juliet,1,1,BENVOLIO,"That most are busied when they're most alone,",Verona
85431,Romeo and Juliet,1,1,BENVOLIO,"Pursued my humour not pursuing his,",Verona
85432,Romeo and Juliet,1,1,BENVOLIO,And gladly shunn'd who gladly fled from me.,Verona
85433,Romeo and Juliet,1,1,MONTAGUE,"Many a morning hath he there been seen,",Verona
85434,Romeo and Juliet,1,1,MONTAGUE,With tears augmenting the fresh morning dew.,Verona
85435,Romeo and Juliet,1,1,MONTAGUE,"Adding to clouds more clouds with his deep sighs,",Verona
85436,Romeo and Juliet,1,1,MONTAGUE,But all so soon as the all-cheering sun,Verona
85437,Romeo and Juliet,1,1,MONTAGUE,Should in the furthest east begin to draw,Verona
85438,Romeo and Juliet,1,1,MONTAGUE,"The shady curtains from Aurora's bed,",Verona
85439,Romeo and Juliet,1,1,MONTAGUE,"Away from the light steals home my heavy son,",Verona
85440,Romeo and Juliet,1,1,MONTAGUE,"And private in his chamber pens himself,",Verona
85441,Romeo and Juliet,1,1,MONTAGUE,"Shuts up his windows, locks far daylight out",Verona
85442,Romeo and Juliet,1,1,MONTAGUE,And makes himself an artificial night:,Verona
85443,Romeo and Juliet,1,1,MONTAGUE,"Black and portentous must this humour prove,",Verona
85444,Romeo and Juliet,1,1,MONTAGUE,Unless good counsel may the cause remove.,Verona
85445,Romeo and Juliet,1,1,BENVOLIO,"My noble uncle, do you know the cause?",Verona
85446,Romeo and Juliet,1,1,MONTAGUE,I neither know it nor can learn of him.,Verona
85447,Romeo and Juliet,1,1,BENVOLIO,Have you importuned him by any means?,Verona
85448,Romeo and Juliet,1,1,MONTAGUE,Both by myself and many other friends:,Verona
85449,Romeo and Juliet,1,1,MONTAGUE,"But he, his own affections' counsellor,",Verona
85450,Romeo and Juliet,1,1,MONTAGUE,Is to himself--I will not say how true--,Verona
85451,Romeo and Juliet,1,1,MONTAGUE,"But to himself so secret and so close,",Verona
85452,Romeo and Juliet,1,1,MONTAGUE,"So far from sounding and discovery,",Verona
85453,Romeo and Juliet,1,1,MONTAGUE,"As is the bud bit with an envious worm,",Verona
85454,Romeo and Juliet,1,1,MONTAGUE,"Ere he can spread his sweet leaves to the air,",Verona
85455,Romeo and Juliet,1,1,MONTAGUE,Or dedicate his beauty to the sun.,Verona
85456,Romeo and Juliet,1,1,MONTAGUE,Could we but learn from whence his sorrows grow.,Verona
85457,Romeo and Juliet,1,1,MONTAGUE,We would as willingly give cure as know.,Verona
85458,Romeo and Juliet,1,1,Stage Directions,Enter ROMEO,Verona
85459,Romeo and Juliet,1,1,BENVOLIO,"See, where he comes: so please you, step aside,",Verona
85460,Romeo and Juliet,1,1,BENVOLIO,"I'll know his grievance, or be much denied.",Verona
85461,Romeo and Juliet,1,1,MONTAGUE,"I would thou wert so happy by thy stay,",Verona
85462,Romeo and Juliet,1,1,MONTAGUE,"To hear true shrift. Come, madam, let's away.",Verona
85463,Romeo and Juliet,1,1,Stage Directions,Exeunt MONTAGUE and LADY MONTAGUE,Verona
85464,Romeo and Juliet,1,1,BENVOLIO,"Good-morrow, cousin.",Verona
85465,Romeo and Juliet,1,1,ROMEO,Is the day so young?,Verona
85466,Romeo and Juliet,1,1,BENVOLIO,But new struck nine.,Verona
85467,Romeo and Juliet,1,1,ROMEO,Ay me! sad hours seem long.,Verona
85468,Romeo and Juliet,1,1,ROMEO,Was that my father that went hence so fast?,Verona
85469,Romeo and Juliet,1,1,BENVOLIO,It was. What sadness lengthens Romeo's hours?,Verona
85470,Romeo and Juliet,1,1,ROMEO,"Not having that, which, having, makes them short.",Verona
85471,Romeo and Juliet,1,1,BENVOLIO,In love?,Verona
85472,Romeo and Juliet,1,1,ROMEO,Out--,Verona
85473,Romeo and Juliet,1,1,BENVOLIO,Of love?,Verona
85474,Romeo and Juliet,1,1,ROMEO,"Out of her favour, where I am in love.",Verona
85475,Romeo and Juliet,1,1,BENVOLIO,"Alas, that love, so gentle in his view,",Verona
85476,Romeo and Juliet,1,1,BENVOLIO,Should be so tyrannous and rough in proof!,Verona
85477,Romeo and Juliet,1,1,ROMEO,"Alas, that love, whose view is muffled still,",Verona
85478,Romeo and Juliet,1,1,ROMEO,"Should, without eyes, see pathways to his will!",Verona
85479,Romeo and Juliet,1,1,ROMEO,Where shall we dine? O me! What fray was here?,Verona
85480,Romeo and Juliet,1,1,ROMEO,"Yet tell me not, for I have heard it all.",Verona
85481,Romeo and Juliet,1,1,ROMEO,"Here's much to do with hate, but more with love.",Verona
85482,Romeo and Juliet,1,1,ROMEO,"Why, then, O brawling love! O loving hate!",Verona
85483,Romeo and Juliet,1,1,ROMEO,"O any thing, of nothing first create!",Verona
85484,Romeo and Juliet,1,1,ROMEO,O heavy lightness! serious vanity!,Verona
85485,Romeo and Juliet,1,1,ROMEO,Mis-shapen chaos of well-seeming forms!,Verona
85486,Romeo and Juliet,1,1,ROMEO,"Feather of lead, bright smoke, cold fire,",Verona
85487,Romeo and Juliet,1,1,ROMEO,sick health!,Verona
85488,Romeo and Juliet,1,1,ROMEO,"Still-waking sleep, that is not what it is!",Verona
85489,Romeo and Juliet,1,1,ROMEO,"This love feel I, that feel no love in this.",Verona
85490,Romeo and Juliet,1,1,ROMEO,Dost thou not laugh?,Verona
85491,Romeo and Juliet,1,1,BENVOLIO,"No, coz, I rather weep.",Verona
85492,Romeo and Juliet,1,1,ROMEO,"Good heart, at what?",Verona
85493,Romeo and Juliet,1,1,BENVOLIO,At thy good heart's oppression.,Verona
85494,Romeo and Juliet,1,1,ROMEO,"Why, such is love's transgression.",Verona
85495,Romeo and Juliet,1,1,ROMEO,"Griefs of mine own lie heavy in my breast,",Verona
85496,Romeo and Juliet,1,1,ROMEO,"Which thou wilt propagate, to have it prest",Verona
85497,Romeo and Juliet,1,1,ROMEO,With more of thine: this love that thou hast shown,Verona
85498,Romeo and Juliet,1,1,ROMEO,Doth add more grief to too much of mine own.,Verona
85499,Romeo and Juliet,1,1,ROMEO,"Love is a smoke raised with the fume of sighs,",Verona
85500,Romeo and Juliet,1,1,ROMEO,"Being purged, a fire sparkling in lovers' eyes,",Verona
85501,Romeo and Juliet,1,1,ROMEO,Being vex'd a sea nourish'd with lovers' tears:,Verona
85502,Romeo and Juliet,1,1,ROMEO,"What is it else? a madness most discreet,",Verona
85503,Romeo and Juliet,1,1,ROMEO,A choking gall and a preserving sweet.,Verona
85504,Romeo and Juliet,1,1,ROMEO,"Farewell, my coz.",Verona
85505,Romeo and Juliet,1,1,BENVOLIO,"Soft! I will go along,",Verona
85506,Romeo and Juliet,1,1,BENVOLIO,"An if you leave me so, you do me wrong.",Verona
85507,Romeo and Juliet,1,1,ROMEO,"Tut, I have lost myself, I am not here,",Verona
85508,Romeo and Juliet,1,1,ROMEO,"This is not Romeo, he's some other where.",Verona
85509,Romeo and Juliet,1,1,BENVOLIO,"Tell me in sadness, who is that you love.",Verona
85510,Romeo and Juliet,1,1,ROMEO,"What, shall I groan and tell thee?",Verona
85511,Romeo and Juliet,1,1,BENVOLIO,"Groan! why, no.",Verona
85512,Romeo and Juliet,1,1,BENVOLIO,But sadly tell me who.,Verona
85513,Romeo and Juliet,1,1,ROMEO,Bid a sick man in sadness make his will:,Verona
85514,Romeo and Juliet,1,1,ROMEO,"Ah, word ill urged to one that is so ill!",Verona
85515,Romeo and Juliet,1,1,ROMEO,"In sadness, cousin, I do love a woman.",Verona
85516,Romeo and Juliet,1,1,BENVOLIO,"I aim'd so near, when I supposed you loved.",Verona
85517,Romeo and Juliet,1,1,ROMEO,A right good mark-man! And she's fair I love.,Verona
85518,Romeo and Juliet,1,1,BENVOLIO,"A right fair mark, fair coz, is soonest hit.",Verona
85519,Romeo and Juliet,1,1,ROMEO,"Well, in that hit you miss: she'll not be hit",Verona
85520,Romeo and Juliet,1,1,ROMEO,"With Cupid's arrow, she hath Dian's wit,",Verona
85521,Romeo and Juliet,1,1,ROMEO,"And, in strong proof of chastity well arm'd,",Verona
85522,Romeo and Juliet,1,1,ROMEO,From love's weak childish bow she lives unharm'd.,Verona
85523,Romeo and Juliet,1,1,ROMEO,"She will not stay the siege of loving terms,",Verona
85524,Romeo and Juliet,1,1,ROMEO,"Nor bide the encounter of assailing eyes,",Verona
85525,Romeo and Juliet,1,1,ROMEO,Nor ope her lap to saint-seducing gold:,Verona
85526,Romeo and Juliet,1,1,ROMEO,"O, she is rich in beauty, only poor,",Verona
85527,Romeo and Juliet,1,1,ROMEO,That when she dies with beauty dies her store.,Verona
85528,Romeo and Juliet,1,1,BENVOLIO,Then she hath sworn that she will still live chaste?,Verona
85529,Romeo and Juliet,1,1,ROMEO,"She hath, and in that sparing makes huge waste,",Verona
85530,Romeo and Juliet,1,1,ROMEO,For beauty starved with her severity,Verona
85531,Romeo and Juliet,1,1,ROMEO,Cuts beauty off from all posterity.,Verona
85532,Romeo and Juliet,1,1,ROMEO,"She is too fair, too wise, wisely too fair,",Verona
85533,Romeo and Juliet,1,1,ROMEO,To merit bliss by making me despair:,Verona
85534,Romeo and Juliet,1,1,ROMEO,"She hath forsworn to love, and in that vow",Verona
85535,Romeo and Juliet,1,1,ROMEO,Do I live dead that live to tell it now.,Verona
85536,Romeo and Juliet,1,1,BENVOLIO,"Be ruled by me, forget to think of her.",Verona
85537,Romeo and Juliet,1,1,ROMEO,"O, teach me how I should forget to think.",Verona
85538,Romeo and Juliet,1,1,BENVOLIO,"By giving liberty unto thine eyes,",Verona
85539,Romeo and Juliet,1,1,BENVOLIO,Examine other beauties.,Verona
85540,Romeo and Juliet,1,1,ROMEO,'Tis the way,Verona
85541,Romeo and Juliet,1,1,ROMEO,"To call hers exquisite, in question more:",Verona
85542,Romeo and Juliet,1,1,ROMEO,These happy masks that kiss fair ladies' brows,Verona
85543,Romeo and Juliet,1,1,ROMEO,"Being black put us in mind they hide the fair,",Verona
85544,Romeo and Juliet,1,1,ROMEO,He that is strucken blind cannot forget,Verona
85545,Romeo and Juliet,1,1,ROMEO,The precious treasure of his eyesight lost:,Verona
85546,Romeo and Juliet,1,1,ROMEO,"Show me a mistress that is passing fair,",Verona
85547,Romeo and Juliet,1,1,ROMEO,"What doth her beauty serve, but as a note",Verona
85548,Romeo and Juliet,1,1,ROMEO,Where I may read who pass'd that passing fair?,Verona
85549,Romeo and Juliet,1,1,ROMEO,Farewell: thou canst not teach me to forget.,Verona
85550,Romeo and Juliet,1,1,BENVOLIO,"I'll pay that doctrine, or else die in debt.",Verona
85551,Romeo and Juliet,1,1,Stage Directions,Exeunt,Verona
85552,Romeo and Juliet,1,2,Stage Directions,SCENE II. A street.,Street
85553,Romeo and Juliet,1,2,Stage Directions,"Enter CAPULET, PARIS, and Servant",Street
85554,Romeo and Juliet,1,2,CAPULET,"But Montague is bound as well as I,",Street
85555,Romeo and Juliet,1,2,CAPULET,"In penalty alike, and 'tis not hard, I think,",Street
85556,Romeo and Juliet,1,2,CAPULET,For men so old as we to keep the peace.,Street
85557,Romeo and Juliet,1,2,PARIS,"Of honourable reckoning are you both,",Street
85558,Romeo and Juliet,1,2,PARIS,And pity 'tis you lived at odds so long.,Street
85559,Romeo and Juliet,1,2,PARIS,"But now, my lord, what say you to my suit?",Street
85560,Romeo and Juliet,1,2,CAPULET,But saying o'er what I have said before:,Street
85561,Romeo and Juliet,1,2,CAPULET,"My child is yet a stranger in the world,",Street
85562,Romeo and Juliet,1,2,CAPULET,"She hath not seen the change of fourteen years,",Street
85563,Romeo and Juliet,1,2,CAPULET,"Let two more summers wither in their pride,",Street
85564,Romeo and Juliet,1,2,CAPULET,Ere we may think her ripe to be a bride.,Street
85565,Romeo and Juliet,1,2,PARIS,Younger than she are happy mothers made.,Street
85566,Romeo and Juliet,1,2,CAPULET,And too soon marr'd are those so early made.,Street
85567,Romeo and Juliet,1,2,CAPULET,"The earth hath swallow'd all my hopes but she,",Street
85568,Romeo and Juliet,1,2,CAPULET,She is the hopeful lady of my earth:,Street
85569,Romeo and Juliet,1,2,CAPULET,"But woo her, gentle Paris, get her heart,",Street
85570,Romeo and Juliet,1,2,CAPULET,"My will to her consent is but a part,",Street
85571,Romeo and Juliet,1,2,CAPULET,"An she agree, within her scope of choice",Street
85572,Romeo and Juliet,1,2,CAPULET,Lies my consent and fair according voice.,Street
85573,Romeo and Juliet,1,2,CAPULET,"This night I hold an old accustom'd feast,",Street
85574,Romeo and Juliet,1,2,CAPULET,"Whereto I have invited many a guest,",Street
85575,Romeo and Juliet,1,2,CAPULET,"Such as I love, and you, among the store,",Street
85576,Romeo and Juliet,1,2,CAPULET,"One more, most welcome, makes my number more.",Street
85577,Romeo and Juliet,1,2,CAPULET,At my poor house look to behold this night,Street
85578,Romeo and Juliet,1,2,CAPULET,Earth-treading stars that make dark heaven light:,Street
85579,Romeo and Juliet,1,2,CAPULET,Such comfort as do lusty young men feel,Street
85580,Romeo and Juliet,1,2,CAPULET,When well-apparell'd April on the heel,Street
85581,Romeo and Juliet,1,2,CAPULET,"Of limping winter treads, even such delight",Street
85582,Romeo and Juliet,1,2,CAPULET,Among fresh female buds shall you this night,Street
85583,Romeo and Juliet,1,2,CAPULET,"Inherit at my house, hear all, all see,",Street
85584,Romeo and Juliet,1,2,CAPULET,And like her most whose merit most shall be:,Street
85585,Romeo and Juliet,1,2,CAPULET,"Which on more view, of many mine being one",Street
85586,Romeo and Juliet,1,2,CAPULET,"May stand in number, though in reckoning none,",Street
85587,Romeo and Juliet,1,2,CAPULET,"Come, go with me.",Street
85588,Romeo and Juliet,1,2,Stage Directions,"To Servant, giving a paper",Street
85589,Romeo and Juliet,1,2,CAPULET,"Go, sirrah, trudge about",Street
85590,Romeo and Juliet,1,2,CAPULET,"Through fair Verona, find those persons out",Street
85591,Romeo and Juliet,1,2,CAPULET,"Whose names are written there, and to them say,",Street
85592,Romeo and Juliet,1,2,CAPULET,My house and welcome on their pleasure stay.,Street
85593,Romeo and Juliet,1,2,Stage Directions,Exeunt CAPULET and PARIS,Street
85594,Romeo and Juliet,1,2,Servant,Find them out whose names are written here! It is,Street
85595,Romeo and Juliet,1,2,Servant,"written, that the shoemaker should meddle with his",Street
85596,Romeo and Juliet,1,2,Servant,"yard, and the tailor with his last, the fisher with",Street
85597,Romeo and Juliet,1,2,Servant,"his pencil, and the painter with his nets, but I am",Street
85598,Romeo and Juliet,1,2,Servant,sent to find those persons whose names are here,Street
85599,Romeo and Juliet,1,2,Servant,"writ, and can never find what names the writing",Street
85600,Romeo and Juliet,1,2,Servant,person hath here writ. I must to the learned.--In good time.,Street
